"gene_id"	"transcript_id"	"gene_sympol"	"gene_name"	"pfam_sympol"	"seed_ortholog"	"evalue"
"ptg000007lG000175"	"ptg000007lG000175.mRNA1"	"ISG20L2"	"Interferon stimulated exonuclease gene"	"RNase_T"	"215358.XP_010746202.1"	2.16e-214
"ptg000007lG000176"	"ptg000007lG000176.mRNA1"	"RRNAD1"	"Ribosomal RNA adenine dimethylase domain containing 1"	"Methyltransf_32"	"215358.XP_010746203.1"	0
"ptg000007lG000177"	"ptg000007lG000177.mRNA1"	"-"	"Belongs to the G-protein coupled receptor Fz Smo family"	"Frizzled,Fz"	"215358.XP_010746204.1"	0
"ptg000007lG000178"	"ptg000007lG000178.mRNA1"	"-"	"Si dkey-256h2.1"	"N-glycanase_C,N-glycanase_N,PA"	"215358.XP_010753798.1"	0
"ptg000007lG000179"	"ptg000007lG000179.mRNA1"	"COL28A1"	"Collagen, type XXVIII, alpha 1"	"Collagen,Kunitz_BPTI,VWA"	"215358.XP_010753797.1"	0
"ptg000007lG000180"	"ptg000007lG000180.mRNA1"	"MIOS"	"Missing oocyte, meiosis regulator, homolog (Drosophila)"	"zinc_ribbon_16"	"215358.XP_010741562.1"	1.74e-193
"ptg000007lG000181"	"ptg000007lG000181.mRNA1"	"MIOS"	"Missing oocyte, meiosis regulator, homolog (Drosophila)"	"zinc_ribbon_16"	"215358.XP_010741562.1"	1.22e-292
"ptg000007lG000182"	"ptg000007lG000182.mRNA1"	"-"	"transcript 1"	"FAM117"	"215358.XP_010741568.1"	9.74e-302
"ptg000007lG000183"	"ptg000007lG000183.mRNA1"	"ICA1"	"Islet cell autoantigen 1"	"Arfaptin,ICA69"	"215358.XP_010741563.1"	0
"ptg000007lG000184"	"ptg000007lG000184.mRNA1"	"nxph1"	"May be signaling molecules that resemble neuropeptides"	"Neurexophilin"	"215358.XP_010741570.1"	8.04e-194
"ptg000007lG000185"	"ptg000007lG000185.mRNA1"	"THSD7A"	"Thrombospondin type-1 domain-containing protein 7A-like"	"TSP_1"	"215358.XP_010741571.1"	0
"ptg000007lG000186"	"ptg000007lG000186.mRNA1"	"TMEM106B"	"Transmembrane protein 106Bb"	"DUF1356"	"215358.XP_010741564.1"	1.77e-181
"ptg000007lG000187"	"ptg000007lG000187.mRNA1"	"wif1"	"von Willebrand factor D and EGF"	"EGF,EGF_2,hEGF"	"215358.XP_010741565.1"	5.86e-51
"ptg000007lG000188"	"ptg000007lG000188.mRNA1"	"VWDE"	"von Willebrand factor D and EGF"	"EGF,EGF_2,VWD,hEGF"	"215358.XP_010741572.1"	0
"ptg000007lG000189"	"ptg000007lG000189.mRNA1"	"-"	"-"	"-"	"7955.ENSDARP00000127902"	4.1e-65
"ptg000007lG000190"	"ptg000007lG000190.mRNA1"	"arl4a"	"ADP-ribosylation factor-like"	"Arf"	"215358.XP_010741566.1"	2.97e-143
"ptg000007lG000192"	"ptg000007lG000192.mRNA1"	"ETV1"	"Ets variant gene 1"	"ETS_PEA3_N,Ets"	"215358.XP_010751203.1"	1.29e-154
"ptg000007lG000193"	"ptg000007lG000193.mRNA1"	"ETV1"	"Ets variant gene 1"	"ETS_PEA3_N,Ets"	"215358.XP_010751203.1"	7.16e-136
"ptg000007lG000195"	"ptg000007lG000195.mRNA1"	"DGKB"	"Diacylglycerol kinase"	"C1_1,DAGK_acc,DAGK_cat,DAG_kinase_N,EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7"	"215358.XP_010751205.1"	0
"ptg000007lG000196"	"ptg000007lG000196.mRNA1"	"AGMO"	"Alkylglycerol monooxygenase"	"FA_hydroxylase"	"215358.XP_010751980.1"	4.01e-305
"ptg000007lG000198"	"ptg000007lG000198.mRNA1"	"ISPD"	"Isoprenoid synthase"	"IspD"	"215358.XP_010749745.1"	7.39e-261
"ptg000007lG000199"	"ptg000007lG000199.mRNA1"	"SOSTDC1"	"Sclerostin"	"Sclerostin"	"215358.XP_010749744.1"	2.07e-161
"ptg000007lG000200"	"ptg000007lG000200.mRNA1"	"LRRC72"	"Leucine-rich repeat-containing protein 72"	"LRR_9"	"215358.XP_010749747.1"	1.29e-100
"ptg000007lG000201"	"ptg000007lG000201.mRNA1"	"ANKMY2"	"Ankyrin repeat and MYND"	"Ank_2,Ank_4,Ank_5,zf-MYND"	"215358.XP_010749741.1"	5.61e-264
"ptg000007lG000202"	"ptg000007lG000202.mRNA1"	"-"	"Si dkey-256h2.1"	"N-glycanase_C,N-glycanase_N,PA"	"69293.ENSGACP00000017089"	0
"ptg000007lG000204"	"ptg000007lG000204.mRNA1"	"SEPT7"	"Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family"	"Septin"	"69293.ENSGACP00000017109"	1.26e-240
"ptg000007lG000205"	"ptg000007lG000205.mRNA1"	"NEK10"	"NIMA-related kinase 10"	"Pkinase"	"144197.XP_008297582.1"	0
"ptg000007lG000206"	"ptg000007lG000206.mRNA1"	"RARB"	"Retinoic acid receptor"	"Hormone_recep,zf-C4"	"215358.XP_010746751.1"	2.54e-304
"ptg000007lG000207"	"ptg000007lG000207.mRNA1"	"-"	"C-type lectin (CTL) or carbohydrate-recognition domain (CRD)"	"Lectin_C"	"32507.XP_006791940.1"	1.51e-62
"ptg000007lG000208"	"ptg000007lG000208.mRNA1"	"NR1D2"	"Nuclear receptor subfamily 1, group D, member"	"Hormone_recep,zf-C4"	"215358.XP_010746754.1"	0
"ptg000007lG000209"	"ptg000007lG000209.mRNA1"	"UBE2E1"	"ubiquitin-conjugating enzyme"	"UQ_con"	"8090.ENSORLP00000020581"	4.2e-64
"ptg000007lG000210"	"ptg000007lG000210.mRNA1"	"UBE2E2"	"ubiquitin-conjugating enzyme"	"UQ_con"	"144197.XP_008280953.1"	3.61e-77
"ptg000007lG000211"	"ptg000007lG000211.mRNA1"	"ZNF385D"	"Zinc finger protein"	"zf-C2H2_jaz,zf-met"	"144197.XP_008280952.1"	4.17e-244
"ptg000007lG000212"	"ptg000007lG000212.mRNA1"	"RAB5A"	"RAB5A, member RAS oncogene family"	"Ras"	"215358.XP_010745169.1"	8.74e-153
"ptg000007lG000213"	"ptg000007lG000213.mRNA1"	"EFHB"	"family member"	"EF-hand_1,EF-hand_5,EF-hand_7"	"215358.XP_010745170.1"	3.03e-164
"ptg000007lG000214"	"ptg000007lG000214.mRNA1"	"EFHB"	"family member"	"EF-hand_1,EF-hand_5,EF-hand_7"	"215358.XP_010745170.1"	1.06e-213
"ptg000007lG000215"	"ptg000007lG000215.mRNA1"	"SATB1"	"SATB homeobox 1"	"CUT,CUTL,Homeobox,ULD"	"144197.XP_008280947.1"	0
"ptg000007lG000217"	"ptg000007lG000217.mRNA1"	"PLCL2"	"Phospholipase C-like"	"C2,EF-hand_like,PH_12,PI-PLC-X,PI-PLC-Y"	"215358.XP_010741283.1"	0
"ptg000007lG000218"	"ptg000007lG000218.mRNA1"	"RFTN1"	"Raftlin, lipid raft linker"	"Raftlin"	"215358.XP_010741280.1"	4.87e-96
"ptg000007lG000219"	"ptg000007lG000219.mRNA1"	"VMO1"	"Vitelline membrane outer layer"	"VOMI"	"215358.XP_010741279.1"	7.56e-160
"ptg000007lG000221"	"ptg000007lG000221.mRNA1"	"BRD2"	"Bromodomain containing 2b"	"BET,BRD4_CDT,Bromodomain"	"215358.XP_010741277.1"	0
"ptg000007lG000222"	"ptg000007lG000222.mRNA1"	"TAP1"	"Transporter 1, ATP-binding cassette, sub-family B (MDR TAP)"	"ABC_membrane,ABC_tran"	"215358.XP_010741276.1"	0
"ptg000007lG000223"	"ptg000007lG000223.mRNA1"	"-"	"-"	"-"	"32507.XP_006801852.1"	9.43e-305
"ptg000007lG000224"	"ptg000007lG000224.mRNA1"	"-"	"Notch homolog"	"Ank_2,NODP,Notch"	"144197.XP_008279385.1"	0
"ptg000007lG000225"	"ptg000007lG000225.mRNA1"	"-"	"Hairy and enhancer of split related-7"	"HLH,Hairy_orange"	"215358.XP_010741274.1"	4.45e-141
"ptg000007lG000226"	"ptg000007lG000226.mRNA1"	"-"	"Hairy and enhancer of split related-7"	"HLH,Hairy_orange"	"215358.XP_010741274.1"	1.27e-140
"ptg000007lG000227"	"ptg000007lG000227.mRNA1"	"-"	"Hairy and enhancer of split related-7"	"HLH,Hairy_orange"	"215358.XP_010741284.1"	1.65e-151
"ptg000007lG000228"	"ptg000007lG000228.mRNA1"	"-"	"pre-B-cell leukemia transcription factor"	"Homeobox,PBC"	"215358.XP_010741270.1"	2.82e-280
"ptg000007lG000229"	"ptg000007lG000229.mRNA1"	"GPSM3"	"Modulator"	"GoLoco"	"215358.XP_010741271.1"	6.75e-190
"ptg000007lG000230"	"ptg000007lG000230.mRNA1"	"DNASE2"	"Deoxyribonuclease II, lysosomal"	"DNase_II"	"215358.XP_010742448.1"	1.55e-250
"ptg000007lG000231"	"ptg000007lG000231.mRNA1"	"RGL2"	"Ral guanine nucleotide dissociation stimulator-like"	"RA,RasGEF,RasGEF_N"	"215358.XP_010742446.1"	0
"ptg000007lG000232"	"ptg000007lG000232.mRNA1"	"PHF1"	"PHD finger protein 1"	"Mtf2_C,PHD"	"215358.XP_010742449.1"	1.54e-284
"ptg000007lG000233"	"ptg000007lG000233.mRNA1"	"SYNGAP1"	"Synaptic Ras GTPase activating protein 1"	"C2,DUF3498,RasGAP"	"29073.XP_008691728.1"	7.49e-20
"ptg000007lG000235"	"ptg000007lG000235.mRNA1"	"SYNGAP1"	"Synaptic Ras GTPase activating protein 1"	"C2,DUF3498,RasGAP"	"215358.XP_010742450.1"	0
"ptg000007lG000237"	"ptg000007lG000237.mRNA1"	"SMG5"	"Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)"	"EST1,EST1_DNA_bind,PIN_4"	"215358.XP_010742447.1"	0
"ptg000007lG000238"	"ptg000007lG000238.mRNA1"	"PAQR6"	"Progestin and adipoQ receptor family member"	"HlyIII"	"144197.XP_008279374.1"	2.49e-86
"ptg000007lG000239"	"ptg000007lG000239.mRNA1"	"NTRK1"	"Neurotrophic tyrosine kinase, receptor, type 1"	"I-set,LRR_8,Pkinase_Tyr,TPKR_C2"	"215358.XP_010747095.1"	0
"ptg000007lG000241"	"ptg000007lG000241.mRNA1"	"-"	"Antifreeze protein type IV"	"ApoA-II"	"215358.XP_010747093.1"	9.71e-50
"ptg000007lG000242"	"ptg000007lG000242.mRNA1"	"RBM8A"	"Core component of the splicing-dependent multiprotein exon junction complex (EJC) deposited at splice junctions on mRNAs"	"RRM_1"	"215358.XP_010747091.1"	1.15e-121
"ptg000007lG000243"	"ptg000007lG000243.mRNA1"	"OTUD7B"	"OTU domain containing 7B"	"OTU,UBA_4,zf-A20"	"215358.XP_010747089.1"	0
"ptg000007lG000244"	"ptg000007lG000244.mRNA1"	"MTMR11"	"Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily"	"3-PAP,Myotub-related"	"215358.XP_010747911.1"	0
"ptg000007lG000245"	"ptg000007lG000245.mRNA1"	"-"	"Ring finger"	"zf-C3HC4"	"69293.ENSGACP00000017427"	8.19e-84
"ptg000007lG000246"	"ptg000007lG000246.mRNA1"	"SV2A"	"Synaptic vesicle glycoprotein"	"MFS_1,Pentapeptide_4,Sugar_tr"	"215358.XP_010747897.1"	0
"ptg000007lG000247"	"ptg000007lG000247.mRNA1"	"BOLA1"	"bolA homolog 1 (E. coli)"	"BolA"	"215358.XP_010747898.1"	3.46e-104
"ptg000007lG000249"	"ptg000007lG000249.mRNA1"	"nr2f5"	"Nuclear receptor subfamily 2, group F, member"	"Hormone_recep,zf-C4"	"106582.XP_004568636.1"	5.06e-301
"ptg000007lG000250"	"ptg000007lG000250.mRNA1"	"IL21R"	"Interleukin 21 receptor"	"-"	"215358.XP_010747901.1"	0
"ptg000007lG000252"	"ptg000007lG000252.mRNA1"	"-"	"signaling receptor binding"	"-"	"215358.XP_010747912.1"	2.19e-135
"ptg000007lG000253"	"ptg000007lG000253.mRNA1"	"-"	"signaling receptor binding"	"-"	"215358.XP_010747912.1"	3.94e-101
"ptg000007lG000254"	"ptg000007lG000254.mRNA1"	"-"	"MADF"	"BESS,MADF_DNA_bdg"	"8010.XP_010875875.1"	3.38e-19
"ptg000007lG000255"	"ptg000007lG000255.mRNA1"	"-"	"-"	"-"	"144197.XP_008299780.1"	1.17e-175
"ptg000007lG000256"	"ptg000007lG000256.mRNA1"	"-"	"Rapunzel"	"-"	"215358.XP_010747902.1"	2.39e-156
"ptg000007lG000257"	"ptg000007lG000257.mRNA1"	"-"	"Rapunzel 3"	"-"	"215358.XP_010747903.1"	5.87e-284
"ptg000007lG000258"	"ptg000007lG000258.mRNA1"	"-"	"Rapunzel 5"	"-"	"215358.XP_010747904.1"	1.52e-285
"ptg000007lG000259"	"ptg000007lG000259.mRNA1"	"-"	"Rapunzel 4"	"-"	"144197.XP_008286911.1"	8.31e-257
"ptg000007lG000260"	"ptg000007lG000260.mRNA1"	"TMEM176A"	"Membrane-spanning 4-domains, subfamily A, member"	"CD20"	"106582.XP_004573635.1"	1.61e-51
"ptg000007lG000261"	"ptg000007lG000261.mRNA1"	"TMEM176A"	"Membrane-spanning 4-domains, subfamily A, member"	"CD20"	"106582.XP_004573635.1"	2.05e-56
"ptg000007lG000262"	"ptg000007lG000262.mRNA1"	"TMEM176A"	"Membrane-spanning 4-domains, subfamily A, member"	"CD20"	"106582.XP_004573635.1"	5.26e-62
"ptg000007lG000263"	"ptg000007lG000263.mRNA1"	"TMEM176A"	"Membrane-spanning 4-domains, subfamily A, member"	"CD20"	"215358.XP_010745635.1"	1.34e-130
"ptg000007lG000264"	"ptg000007lG000264.mRNA1"	"TMEM176A"	"Membrane-spanning 4-domains, subfamily A, member"	"CD20"	"215358.XP_010745635.1"	3.52e-120
"ptg000007lG000265"	"ptg000007lG000265.mRNA1"	"TMEM176A"	"Membrane-spanning 4-domains, subfamily A, member"	"CD20"	"215358.XP_010745635.1"	1.11e-172
"ptg000007lG000266"	"ptg000007lG000266.mRNA1"	"-"	"Phosphatidylinositol-specific phospholipase C, X domain"	"PI-PLC-X"	"215358.XP_010745633.1"	7.92e-188
"ptg000007lG000267"	"ptg000007lG000267.mRNA1"	"UBQLN4"	"Ubiquilin"	"UBA,ubiquitin"	"215358.XP_010745632.1"	2.31e-163
"ptg000007lG000268"	"ptg000007lG000268.mRNA1"	"LAMTOR2"	"Late endosomal lysosomal adaptor, MAPK and MTOR activator 2"	"Robl_LC7"	"106582.XP_004573599.1"	9.89e-83
"ptg000007lG000269"	"ptg000007lG000269.mRNA1"	"RAB25"	"RAB25, member RAS oncogene family"	"Ras"	"215358.XP_010745630.1"	1.28e-139
"ptg000007lG000271"	"ptg000007lG000271.mRNA1"	"Rab11"	"RAB11a, member RAS oncogene family, like"	"Ras"	"215358.XP_010745629.1"	6.83e-143
"ptg000007lG000272"	"ptg000007lG000272.mRNA1"	"MEX3A"	"Mex-3 RNA binding family member A"	"KH_1,zf-C3HC4_3"	"215358.XP_010745637.1"	0
"ptg000007lG000273"	"ptg000007lG000273.mRNA1"	"LMNA"	"Belongs to the intermediate filament family"	"Filament,LTD"	"215358.XP_010745628.1"	7.55e-305
"ptg000007lG000274"	"ptg000007lG000274.mRNA1"	"PEAR1"	"Platelet endothelial aggregation receptor"	"Laminin_EGF,hEGF"	"215358.XP_010745636.1"	0
"ptg000007lG000275"	"ptg000007lG000275.mRNA1"	"GPATCH4"	"G patch domain containing 4"	"G-patch"	"215358.XP_010745627.1"	2.24e-196
"ptg000007lG000276"	"ptg000007lG000276.mRNA1"	"CLEC12B"	"C-type lectin domain family"	"Lectin_C,Ly49"	"48698.ENSPFOP00000011863"	7.24e-52
"ptg000007lG000277"	"ptg000007lG000277.mRNA1"	"-"	"C-type lectin domain family 12, member B"	"Lectin_C"	"8081.XP_008428920.1"	2.38e-76
"ptg000007lG000278"	"ptg000007lG000278.mRNA1"	"CLEC12B"	"C-type lectin domain family"	"Lectin_C,Ly49"	"215358.XP_010747054.1"	1.93e-210
"ptg000007lG000279"	"ptg000007lG000279.mRNA1"	"TSPAN13"	"Belongs to the tetraspanin (TM4SF) family"	"Tetraspannin"	"144197.XP_008279330.1"	4.52e-118
"ptg000007lG000280"	"ptg000007lG000280.mRNA1"	"BAG6"	"BCL2-associated athanogene 6"	"DUF3538,ubiquitin"	"215358.XP_010747060.1"	0
"ptg000007lG000281"	"ptg000007lG000281.mRNA1"	"GLRX3"	"Glutaredoxin 3"	"Glutaredoxin,Thioredoxin"	"215358.XP_010747055.1"	1.39e-233
"ptg000007lG000282"	"ptg000007lG000282.mRNA1"	"-"	"Tumour necrosis factor family."	"TNF"	"31033.ENSTRUP00000014625"	8.88e-47
"ptg000007lG000283"	"ptg000007lG000283.mRNA1"	"TNF"	"Tumor necrosis"	"TNF"	"215358.XP_010747057.1"	4.17e-187
"ptg000007lG000284"	"ptg000007lG000284.mRNA1"	"GABBR1"	"Gamma-aminobutyric acid type B receptor subunit 1-like"	"7tm_3,ANF_receptor,Sushi"	"215358.XP_010747058.1"	0
"ptg000007lG000285"	"ptg000007lG000285.mRNA1"	"SH3BP5L"	"SH3-binding domain protein 5-like, a"	"SH3BP5"	"8128.ENSONIP00000002794"	2.35e-226
"ptg000007lG000287"	"ptg000007lG000287.mRNA1"	"RNF225"	"RING finger protein"	"zf-RING_2,zf-RING_UBOX"	"215358.XP_010749123.1"	1.81e-208
"ptg000007lG000288"	"ptg000007lG000288.mRNA1"	"DHX16"	"DEAH (Asp-Glu-Ala-His) box polypeptide 16"	"DEAD,HA2,Helicase_C,OB_NTP_bind"	"215358.XP_010749121.1"	0
"ptg000007lG000289"	"ptg000007lG000289.mRNA1"	"PPT2"	"Zgc 55621"	"Palm_thioest"	"215358.XP_010749120.1"	1.09e-224
"ptg000007lG000290"	"ptg000007lG000290.mRNA1"	"-"	"Si ch73-95l15.5"	"-"	"215358.XP_010749129.1"	0
"ptg000007lG000291"	"ptg000007lG000291.mRNA1"	"CCDC105"	"coiled-coil domain-containing protein"	"Tektin"	"215358.XP_010749128.1"	3.51e-187
"ptg000007lG000292"	"ptg000007lG000292.mRNA1"	"CCDC105"	"coiled-coil domain-containing protein"	"Tektin"	"106582.XP_004573628.1"	7.43e-87
"ptg000007lG000293"	"ptg000007lG000293.mRNA1"	"-"	"Ly6 domain containing, pigment cell"	"UPAR_LY6"	"215358.XP_010749127.1"	3.17e-38
"ptg000007lG000294"	"ptg000007lG000294.mRNA1"	"-"	"Zona pellucida sperm-binding protein 3-like"	"Zona_pellucida"	"215358.XP_010749126.1"	0
"ptg000007lG000295"	"ptg000007lG000295.mRNA1"	"-"	"Friend leukemia integration 1b"	"Ets,SAM_PNT"	"215358.XP_010749117.1"	0
"ptg000007lG000296"	"ptg000007lG000296.mRNA1"	"-"	"Ets variant gene 2"	"Ets"	"215358.XP_010749115.1"	4.54e-289
"ptg000007lG000297"	"ptg000007lG000297.mRNA1"	"PYCARD"	"Apoptosis-associated speck-like protein containing a"	"CARD,PYRIN"	"8153.XP_005923678.1"	1.71e-31
"ptg000007lG000299"	"ptg000007lG000299.mRNA1"	"PYCARD"	"Apoptosis-associated speck-like protein containing a"	"CARD,PYRIN"	"215358.XP_010736475.1"	3.95e-46
"ptg000007lG000300"	"ptg000007lG000300.mRNA1"	"PYCARD"	"Apoptosis-associated speck-like protein containing a"	"CARD,PYRIN"	"106582.XP_004573638.1"	7.33e-31
"ptg000007lG000301"	"ptg000007lG000301.mRNA1"	"PYCARD"	"Apoptosis-associated speck-like protein containing a"	"CARD,PYRIN"	"106582.XP_004573638.1"	5.19e-16
"ptg000007lG000302"	"ptg000007lG000302.mRNA1"	"PYCARD"	"Apoptosis-associated speck-like protein containing a"	"CARD,PYRIN"	"215358.XP_010736475.1"	2.04e-88
"ptg000007lG000303"	"ptg000007lG000303.mRNA1"	"PYCARD"	"Apoptosis-associated speck-like protein containing a"	"CARD,PYRIN"	"215358.XP_010736475.1"	1.53e-110
"ptg000007lG000304"	"ptg000007lG000304.mRNA1"	"mycbp"	"C-Myc-binding protein"	"TSC22"	"215358.XP_010736470.1"	7.41e-65
"ptg000007lG000305"	"ptg000007lG000305.mRNA1"	"GJA9"	"One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell"	"Connexin"	"215358.XP_010736474.1"	5.21e-137
"ptg000007lG000306"	"ptg000007lG000306.mRNA1"	"RHBDL2"	"Rhomboid, veinlet-like 2 (Drosophila)"	"EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7,EF-hand_8,Rhomboid"	"215358.XP_010736468.1"	2.71e-218
"ptg000007lG000307"	"ptg000007lG000307.mRNA1"	"AKIRIN1"	"Akirin 1"	"-"	"215358.XP_010736467.1"	1.13e-127
"ptg000007lG000308"	"ptg000007lG000308.mRNA1"	"CNR2"	"Belongs to the G-protein coupled receptor 1 family"	"7tm_1"	"215358.XP_010736473.1"	3.62e-268
"ptg000007lG000309"	"ptg000007lG000309.mRNA1"	"PNRC2"	"Proline-rich nuclear receptor coactivator"	"PNRC"	"215358.XP_010736465.1"	5.1e-80
"ptg000007lG000310"	"ptg000007lG000310.mRNA1"	"SRSF10"	"Serine arginine-rich splicing factor"	"RRM_1"	"215358.XP_010736464.1"	8.15e-95
"ptg000007lG000311"	"ptg000007lG000311.mRNA1"	"-"	"Fatty acid binding protein 10a, liver basic"	"Lipocalin_7"	"215358.XP_010736463.1"	1.15e-86
"ptg000007lG000312"	"ptg000007lG000312.mRNA1"	"MYOM3"	"Myomesin family, member 3"	"I-set,fn3,ig"	"215358.XP_010736472.1"	0
"ptg000007lG000313"	"ptg000007lG000313.mRNA1"	"MAN1C1"	"Mannosyl-oligosaccharide 1,2-alpha-mannosidase"	"Glyco_hydro_47"	"215358.XP_010736459.1"	9.88e-280
"ptg000007lG000314"	"ptg000007lG000314.mRNA1"	"MAN1A1"	"Mannosidase, alpha, class 1A, member 1"	"Glyco_hydro_47"	"32507.XP_006791912.1"	1.18e-45
"ptg000007lG000315"	"ptg000007lG000315.mRNA1"	"MAN1C1"	"Mannosyl-oligosaccharide 1,2-alpha-mannosidase"	"Glyco_hydro_47"	"215358.XP_010736459.1"	3.88e-121
"ptg000007lG000316"	"ptg000007lG000316.mRNA1"	"SLC9A1"	"Solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1"	"NEXCaM_BD,Na_H_Exchanger"	"215358.XP_010736456.1"	0
"ptg000007lG000318"	"ptg000007lG000318.mRNA1"	"FAM110C"	"Family with sequence similarity 110, member D"	"FAM110_C,FAM110_N"	"215358.XP_010736455.1"	0
"ptg000007lG000319"	"ptg000007lG000319.mRNA1"	"C1orf232"	"Testis development-related protein-like"	"TDRP"	"215358.XP_010736471.1"	8.3e-128
"ptg000007lG000321"	"ptg000007lG000321.mRNA1"	"DHDDS"	"Adds multiple copies of isopentenyl pyrophosphate (IPP) to farnesyl pyrophosphate (FPP) to produce dehydrodolichyl diphosphate (Dedol-PP), a precursor of dolichol which is utilized as a sugar carrier in protein glycosylation in the endoplasmic reticulum (ER)"	"Prenyltransf"	"215358.XP_010736454.1"	3.91e-245
"ptg000007lG000322"	"ptg000007lG000322.mRNA1"	"-"	"Complement component C1q domain."	"C1q"	"215358.XP_010747159.1"	1.4e-149
"ptg000007lG000323"	"ptg000007lG000323.mRNA1"	"AGO1"	"Argonaute RISC catalytic component 1"	"ArgoL1,ArgoL2,ArgoMid,ArgoN,PAZ,Piwi"	"144197.XP_008293187.1"	0
"ptg000007lG000324"	"ptg000007lG000324.mRNA1"	"AGO3"	"Required for RNA-mediated gene silencing (RNAi). Binds to short RNAs such as microRNAs (miRNAs) and represses the translation of mRNAs which are complementary to them. Lacks endonuclease activity and does not appear to cleave target mRNAs"	"ArgoL1,ArgoL2,ArgoMid,ArgoN,PAZ,Piwi"	"8128.ENSONIP00000020585"	0
"ptg000007lG000325"	"ptg000007lG000325.mRNA1"	"-"	"-"	"-"	"215358.XP_010747163.1"	1.04e-187
"ptg000007lG000326"	"ptg000007lG000326.mRNA1"	"-"	"Immunoglobulin"	"Ig_3"	"144197.XP_008293193.1"	0
"ptg000007lG000327"	"ptg000007lG000327.mRNA1"	"FFAR2"	"Free fatty acid receptor"	"7tm_1"	"215358.XP_010747165.1"	3.92e-246
"ptg000007lG000328"	"ptg000007lG000328.mRNA1"	"-"	"Immunoglobulin V-set domain"	"Ig_3"	"144197.XP_008296212.1"	4.46e-119
"ptg000007lG000329"	"ptg000007lG000329.mRNA1"	"IGLON5"	"IgLON family member"	"I-set,Ig_3"	"215358.XP_010747169.1"	4.37e-227
"ptg000007lG000330"	"ptg000007lG000330.mRNA1"	"hamp"	"Hepcidin"	"Hepcidin"	"215358.XP_010746187.1"	1.64e-56
"ptg000007lG000331"	"ptg000007lG000331.mRNA1"	"USF2"	"Upstream transcription factor 2, c-fos interacting"	"HLH"	"215358.XP_010746188.1"	2.98e-220
"ptg000007lG000332"	"ptg000007lG000332.mRNA1"	"ETFB"	"Electron-transfer-flavoprotein, beta polypeptide"	"ETF"	"215358.XP_010746190.1"	9.34e-176
"ptg000007lG000333"	"ptg000007lG000333.mRNA1"	"vsig10l"	"Immunoglobulin C-2 Type"	"I-set"	"144197.XP_008304136.1"	1.94e-276
"ptg000007lG000334"	"ptg000007lG000334.mRNA1"	"LIM2"	"Lens intrinsic membrane protein"	"PMP22_Claudin"	"106582.XP_004551101.1"	2.23e-125
"ptg000007lG000335"	"ptg000007lG000335.mRNA1"	"GPR42"	"Free fatty acid receptor"	"7tm_1"	"48698.ENSPFOP00000020445"	2.25e-241
"ptg000007lG000336"	"ptg000007lG000336.mRNA1"	"GPR42"	"Free fatty acid receptor"	"7tm_1"	"8128.ENSONIP00000026417"	1.02e-157
"ptg000007lG000337"	"ptg000007lG000337.mRNA1"	"-"	"B-cell receptor CD22-like"	"C2-set_2,Ig_2"	"215358.XP_010743322.1"	1.31e-202
"ptg000007lG000338"	"ptg000007lG000338.mRNA1"	"-"	"B-cell receptor CD22-like"	"C2-set_2,Ig_2"	"215358.XP_010743322.1"	0
"ptg000007lG000339"	"ptg000007lG000339.mRNA1"	"-"	"NLRC3-like"	"LRR_6,NACHT"	"215358.XP_010743346.1"	0
"ptg000007lG000340"	"ptg000007lG000340.mRNA1"	"-"	"Immunoglobulin like"	"C2-set_2,V-set"	"144197.XP_008303849.1"	0
"ptg000007lG000341"	"ptg000007lG000341.mRNA1"	"XRCC1"	"X-ray repair complementing defective repair in Chinese hamster cells 1"	"BRCT,BRCT_2,PTCB-BRCT,XRCC1_N"	"215358.XP_010743324.1"	0
"ptg000007lG000342"	"ptg000007lG000342.mRNA1"	"-"	"Belongs to the G-protein coupled receptor 1 family"	"7tm_1"	"215358.XP_010743325.1"	0
"ptg000007lG000343"	"ptg000007lG000343.mRNA1"	"-"	"Trypsin-like serine protease"	"Trypsin"	"8081.XP_008429440.1"	5.27e-148
"ptg000007lG000344"	"ptg000007lG000344.mRNA1"	"PHLDB3"	"Pleckstrin homology-like domain family B member"	"PH"	"215358.XP_010743327.1"	0
"ptg000007lG000345"	"ptg000007lG000345.mRNA1"	"-"	"B-cell receptor CD22-like"	"Ig_2,Ig_3"	"48698.ENSPFOP00000004110"	1.49e-71
"ptg000007lG000346"	"ptg000007lG000346.mRNA1"	"CD22"	"Si dkey-24p1.1"	"C2-set_2,Ig_2,Ig_3,V-set"	"215358.XP_010743329.1"	0
"ptg000007lG000347"	"ptg000007lG000347.mRNA1"	"irgc"	"Immunity-related GTPase family, q2"	"IIGP"	"215358.XP_010743349.1"	8.4e-260
